subject;nodes;degree;betweenness;closeness;pagerank;count_quality
Subject16;Pz;0.1111111111111111;0.29411764705882354;0.23376623376623376;0.051794858625466206;G
Subject17;Fp1;0.1111111111111111;0.29411764705882354;0.21176470588235294;0.05193707912364877;G
Subject17;Fp2;0.05555555555555555;0.0;0.2;0.032878179320793954;G
Subject17;F3;0.1111111111111111;0.36601307189542487;0.24324324324324326;0.0535237033873978;G
Subject17;F4;0.16666666666666666;0.6013071895424836;0.3103448275862069;0.07509217051048274;G
Subject17;F7;0.1111111111111111;0.20915032679738563;0.1836734693877551;0.05743491544483248;G
Subject17;F8;0.1111111111111111;0.11111111111111112;0.2465753424657534;0.06472108778342762;G
Subject17;T3;0.1111111111111111;0.11111111111111112;0.1592920353982301;0.06520452131247655;G
Subject17;T4;0.16666666666666666;0.5032679738562091;0.2903225806451613;0.08446102545637714;G
Subject17;C3;0.05555555555555555;0.0;0.20224719101123595;0.03032439789058285;G
Subject17;C4;0.16666666666666666;0.6209150326797386;0.3157894736842105;0.0674859458990954;G
Subject17;T5;0.05555555555555555;0.0;0.13846153846153847;0.034469907453036824;G
Subject17;T6;0.05555555555555555;0.0;0.22784810126582278;0.03799308258714655;G
Subject17;P3;0.1111111111111111;0.11111111111111112;0.18556701030927836;0.056125872833015344;G
Subject17;P4;0.1111111111111111;0.36601307189542487;0.2535211267605634;0.05576905865644158;G
Subject17;O1;0.05555555555555555;0.0;0.15789473684210525;0.03326100421859099;G
Subject17;O2;0.05555555555555555;0.0;0.18181818181818182;0.030225426155645566;G
Subject17;Fz;0.1111111111111111;0.42483660130718953;0.27692307692307694;0.04235097391364161;G
Subject17;Cz;0.1111111111111111;0.11111111111111112;0.25;0.05134382306392554;G
Subject17;Pz;0.16666666666666666;0.30718954248366015;0.21951219512195122;0.07539782498944037;G
Subject18;Fp1;0.05555555555555555;0.0;0.20930232558139536;0.037398755413185124;G
Subject18;Fp2;0.05555555555555555;0.0;0.20454545454545456;0.030810571581397123;G
Subject18;F3;0.16666666666666666;0.21568627450980393;0.2608695652173913;0.0843803919701576;G
Subject18;F4;0.16666666666666666;0.46405228758169936;0.32142857142857145;0.081166286458626;G
Subject18;F7;0.05555555555555555;0.0;0.17142857142857143;0.04251841524553;G
Subject18;F8;0.1111111111111111;0.11111111111111112;0.2535211267605634;0.059926816043755674;G
Subject18;T3;0.1111111111111111;0.11111111111111112;0.20454545454545456;0.07024447652076783;G
Subject18;T4;0.1111111111111111;0.5032679738562091;0.34615384615384615;0.04025212232739671;G
Subject18;C3;0.1111111111111111;0.20915032679738563;0.2465753424657534;0.055702468430614424;G
Subject18;C4;0.16666666666666666;0.6797385620915033;0.3673469387755102;0.053740799493532304;G
Subject18;T5;0.05555555555555555;0.0;0.17647058823529413;0.04186305043280131;G
Subject18;T6;0.05555555555555555;0.0;0.24324324324324326;0.033627550342204514;G
Subject18;P3;0.1111111111111111;0.11111111111111112;0.21176470588235294;0.06304155034698081;G
Subject18;P4;0.2222222222222222;0.542483660130719;0.3157894736842105;0.09983049889379499;G
Subject18;O1;0.05555555555555555;0.0;0.20224719101123595;0.03445369733795032;G
Subject18;O2;0.1111111111111111;0.11111111111111112;0.25;0.05955774652107024;G
Subject18;Fz;0.05555555555555555;0.0;0.20930232558139536;0.027337125962488107;G
Subject18;Cz;0.1111111111111111;0.29411764705882354;0.3;0.04045530847444469;G
Subject18;Pz;0.1111111111111111;0.20915032679738563;0.2571428571428571;0.04369236820330191;G
Subject19;Fp1;0.05555555555555555;0.0;0.23076923076923078;0.02966703944137641;B
Subject19;Fp2;0.05555555555555555;0.0;0.15384615384615385;0.043159036928418035;B
Subject19;F3;0.2222222222222222;0.5294117647058824;0.29508196721311475;0.09861593189381747;B
Subject19;F4;0.1111111111111111;0.20915032679738563;0.21176470588235294;0.047744061386690836;B
Subject19;F7;0.05555555555555555;0.0;0.23076923076923078;0.02977362582844644;B
Subject19;F8;0.1111111111111111;0.11111111111111112;0.18;0.06313844007693871;B
Subject19;T3;0.16666666666666666;0.542483660130719;0.3;0.0851046160981747;B
Subject19;T4;0.05555555555555555;0.0;0.20454545454545456;0.040810610874754044;B
Subject19;C3;0.1111111111111111;0.5228758169934641;0.3157894736842105;0.04702351839095999;B
Subject19;C4;0.1111111111111111;0.11111111111111112;0.2535211267605634;0.05788655602342872;B
Subject19;T5;0.05555555555555555;0.0;0.23376623376623376;0.0342414034189297;B
Subject19;T6;0.05555555555555555;0.0;0.16666666666666666;0.04003993240778905;B
Subject19;P3;0.16666666666666666;0.45098039215686275;0.26865671641791045;0.07569070438780108;B
Subject19;P4;0.05555555555555555;0.0;0.16666666666666666;0.030460965734647356;B
Subject19;O1;0.1111111111111111;0.29411764705882354;0.23076923076923078;0.04568984345531005;B
Subject19;O2;0.16666666666666666;0.21568627450980393;0.1978021978021978;0.08923342533227026;B
Subject19;Fz;0.1111111111111111;0.29411764705882354;0.25;0.04335356577214898;B
Subject19;Cz;0.16666666666666666;0.6209150326797386;0.32142857142857145;0.07002397180863919;B
Subject19;Pz;0.05555555555555555;0.0;0.21428571428571427;0.028342750739458657;B
Subject20;Fp1;0.1111111111111111;0.11111111111111112;0.2647058823529412;0.06595399100214795;G
Subject20;Fp2;0.05555555555555555;0.0;0.21176470588235294;0.041569609258741494;G
Subject20;F3;0.1111111111111111;0.11111111111111112;0.32727272727272727;0.05610367901006068;G
Subject20;F4;0.1111111111111111;0.11111111111111112;0.32727272727272727;0.055276355200264804;G
Subject20;F7;0.05555555555555555;0.0;0.25;0.034025764759170976;G
Subject20;F8;0.05555555555555555;0.0;0.25;0.03160236251103987;G
Subject20;T3;0.05555555555555555;0.0;0.23076923076923078;0.040563327475902564;G
Subject20;T4;0.1111111111111111;0.11111111111111112;0.32142857142857145;0.05518769649817033;G
Subject20;C3;0.05555555555555555;0.0;0.3157894736842105;0.02764100868794351;G
Subject20;C4;0.1111111111111111;0.20915032679738563;0.33962264150943394;0.04826359290601638;G
Subject20;T5;0.05555555555555555;0.0;0.1935483870967742;0.037694460607388486;G
Subject20;T6;0.05555555555555555;0.0;0.2465753424657534;0.02999106343913858;G
Subject20;P3;0.16666666666666666;0.30718954248366015;0.29508196721311475;0.08255105306475136;G
Subject20;P4;0.2222222222222222;0.6339869281045751;0.43902439024390244;0.08956806724939376;G
Subject20;O1;0.1111111111111111;0.11111111111111112;0.23684210526315788;0.05864583720188911;G
Subject20;O2;0.05555555555555555;0.0;0.3103448275862069;0.029436046089587165;G
Subject20;Fz;0.05555555555555555;0.0;0.3157894736842105;0.03347855673142282;G
Subject20;Cz;0.3333333333333333;0.7320261437908497;0.45;0.14328288873393016;G
Subject20;Pz;0.1111111111111111;0.36601307189542487;0.36;0.039164639573039686;G
Subject21;Fp1;0.05555555555555555;0.0;0.2571428571428571;0.03663895126854863;B
Subject21;Fp2;0.05555555555555555;0.0;0.1651376146788991;0.03587314327227108;B
Subject21;F3;0.2222222222222222;0.5294117647058824;0.33962264150943394;0.10400436738144357;B
Subject21;F4;0.1111111111111111;0.20915032679738563;0.23376623376623376;0.05766765253215084;B
Subject21;F7;0.05555555555555555;0.0;0.2571428571428571;0.030769755790354177;B
Subject21;F8;0.1111111111111111;0.11111111111111112;0.1956521739130435;0.0668284723310613;B
Subject21;T3;0.16666666666666666;0.5032679738562091;0.33962264150943394;0.07294446025712807;B
Subject21;T4;0.1111111111111111;0.11111111111111112;0.20689655172413793;0.06607551095582476;B
Subject21;C3;0.16666666666666666;0.6862745098039216;0.375;0.06120731916473991;B
Subject21;C4;0.1111111111111111;0.20915032679738563;0.25;0.05592787619129329;B
Subject21;T5;0.05555555555555555;0.0;0.2571428571428571;0.029519396251217255;B
Subject21;T6;0.05555555555555555;0.0;0.17307692307692307;0.035994108829433914;B
Subject21;P3;0.16666666666666666;0.39215686274509803;0.2903225806451613;0.07878183660204885;B
Subject21;P4;0.05555555555555555;0.0;0.19148936170212766;0.033449393800859345;B
Subject21;O1;0.1111111111111111;0.11111111111111112;0.23376623376623376;0.05654394101672959;B
Subject21;O2;0.05555555555555555;0.0;0.19148936170212766;0.030420423696638676;B
Subject21;Fz;0.1111111111111111;0.29411764705882354;0.28125;0.04686782831148813;B
Subject21;Cz;0.1111111111111111;0.29411764705882354;0.3050847457627119;0.04249046829262487;B
Subject21;Pz;0.1111111111111111;0.11111111111111112;0.23376623376623376;0.057995094054143215;B
Subject22;Fp1;0.05555555555555555;0.0;0.20689655172413793;0.030721308980430354;B
Subject22;Fp2;0.05555555555555555;0.0;0.20224719101123595;0.032960758530729085;B
Subject22;F3;0.16666666666666666;0.21568627450980393;0.2571428571428571;0.07318050111866423;B
Subject22;F4;0.05555555555555555;0.0;0.24324324324324326;0.028701763151716343;B
Subject22;F7;0.05555555555555555;0.0;0.20689655172413793;0.03344962404939794;B
Subject22;F8;0.1111111111111111;0.11111111111111112;0.25;0.05763160039307272;B
Subject22;T3;0.16666666666666666;0.542483660130719;0.32142857142857145;0.07578458605088495;B
Subject22;T4;0.05555555555555555;0.0;0.21428571428571427;0.042543591306233766;B
Subject22;C3;0.1111111111111111;0.5228758169934641;0.33962264150943394;0.0502741828432549;B
Subject22;C4;0.1111111111111111;0.11111111111111112;0.26865671641791045;0.06523316516196621;B
Subject22;T5;0.05555555555555555;0.0;0.2465753424657534;0.02686368223876737;B
Subject22;T6;0.05555555555555555;0.0;0.16666666666666666;0.04462783576794477;B
Subject22;P3;0.16666666666666666;0.46405228758169936;0.2857142857142857;0.06954663697287304;B
Subject22;P4;0.1111111111111111;0.11111111111111112;0.1978021978021978;0.06368588513491624;B
Subject22;O1;0.1111111111111111;0.11111111111111112;0.23076923076923078;0.05860680084780652;B
Subject22;O2;0.05555555555555555;0.0;0.18947368421052632;0.03385248897823247;B
Subject22;Fz;0.2222222222222222;0.542483660130719;0.3157894736842105;0.09554971326455428;B
Subject22;Cz;0.16666666666666666;0.6209150326797386;0.34615384615384615;0.0773195498355125;B
Subject22;Pz;0.1111111111111111;0.20915032679738563;0.23684210526315788;0.039466325373042;B
Subject23;Fp1;0.1111111111111111;0.11111111111111112;0.23684210526315788;0.06372088744561395;G
Subject23;Fp2;0.05555555555555555;0.0;0.1935483870967742;0.036371640105949773;G
Subject23;F3;0.16666666666666666;0.30718954248366015;0.29508196721311475;0.07879858384461845;G
Subject23;F4;0.1111111111111111;0.11111111111111112;0.27692307692307694;0.05596938989825698;G
Subject23;F7;0.05555555555555555;0.0;0.23076923076923078;0.036341870511815005;G
Subject23;F8;0.05555555555555555;0.0;0.21951219512195122;0.03875819176979656;G
Subject23;T3;0.05555555555555555;0.0;0.2465753424657534;0.030391442432221236;G
Subject23;T4;0.05555555555555555;0.0;0.26865671641791045;0.03121032086868275;G
Subject23;C3;0.16666666666666666;0.30718954248366015;0.32142857142857145;0.07115053567023016;G
Subject23;C4;0.16666666666666666;0.5032679738562091;0.36;0.0690291107695363;G
Subject23;T5;0.05555555555555555;0.0;0.20454545454545456;0.03692707438611532;G
Subject23;T6;0.05555555555555555;0.0;0.20224719101123595;0.03572730316141964;G
Subject23;P3;0.1111111111111111;0.11111111111111112;0.2535211267605634;0.05642541463683859;G
Subject23;P4;0.16666666666666666;0.38562091503267976;0.3050847457627119;0.077948939266599;G
Subject23;O1;0.05555555555555555;0.0;0.20224719101123595;0.030833567279706976;G
Subject23;O2;0.16666666666666666;0.21568627450980393;0.25;0.08853488940358205;G
Subject23;Fz;0.16666666666666666;0.5228758169934641;0.36;0.06277922331808972;G
Subject23;Cz;0.16666666666666666;0.6862745098039216;0.4;0.06846084466082852;G
Subject23;Pz;0.05555555555555555;0.0;0.23684210526315788;0.030620770570098866;G
Subject24;Fp1;0.05555555555555555;0.0;0.20930232558139536;0.04058564097834087;G
Subject24;Fp2;0.05555555555555555;0.0;0.20454545454545456;0.03308228510340404;G
Subject24;F3;0.05555555555555555;0.0;0.20454545454545456;0.030589581051165198;G
Subject24;F4;0.16666666666666666;0.38562091503267976;0.3103448275862069;0.07807443510963484;G
Subject24;F7;0.05555555555555555;0.0;0.1782178217821782;0.040509290997651035;G
Subject24;F8;0.05555555555555555;0.0;0.24;0.040674816385063345;G
Subject24;T3;0.1111111111111111;0.11111111111111112;0.21428571428571427;0.06469493940720636;G
Subject24;T4;0.05555555555555555;0.0;0.2608695652173913;0.032318531093119746;G
Subject24;C3;0.16666666666666666;0.30718954248366015;0.2608695652173913;0.07869614374679063;G
Subject24;C4;0.16666666666666666;0.6862745098039216;0.3673469387755102;0.06657114017189292;G
Subject24;T5;0.05555555555555555;0.0;0.18;0.037638186171639984;G
Subject24;T6;0.16666666666666666;0.542483660130719;0.34615384615384615;0.08084836366078951;G
Subject24;P3;0.16666666666666666;0.21568627450980393;0.21686746987951808;0.08675793953403964;G
Subject24;P4;0.16666666666666666;0.45098039215686275;0.3050847457627119;0.07100052050165054;G
Subject24;O1;0.05555555555555555;0.0;0.18;0.0343330842336884;G
Subject24;O2;0.05555555555555555;0.0;0.23684210526315788;0.030602597075713108;G
Subject24;Fz;0.16666666666666666;0.21568627450980393;0.2535211267605634;0.07706625533210826;G
Subject24;Cz;0.1111111111111111;0.36601307189542487;0.3103448275862069;0.03415849999888966;G
Subject24;Pz;0.1111111111111111;0.29411764705882354;0.2571428571428571;0.04179774944721165;G
Subject25;Fp1;0.1111111111111111;0.11111111111111112;0.1592920353982301;0.06525104739866576;G
Subject25;Fp2;0.05555555555555555;0.0;0.13846153846153847;0.03410706589142741;G
Subject25;F3;0.1111111111111111;0.29411764705882354;0.21176470588235294;0.046701204344089975;G
Subject25;F4;0.1111111111111111;0.11111111111111112;0.20224719101123595;0.05543776500754663;G
Subject25;F7;0.1111111111111111;0.20915032679738563;0.1836734693877551;0.0648374307434382;G
Subject25;F8;0.05555555555555555;0.0;0.16981132075471697;0.041119343165885655;G
Subject25;T3;0.1111111111111111;0.5228758169934641;0.2608695652173913;0.05193533552692524;G
Subject25;T4;0.05555555555555555;0.0;0.13953488372093023;0.04047391743937616;G
Subject25;C3;0.1111111111111111;0.5294117647058824;0.2647058823529412;0.04667406942523726;G
Subject25;C4;0.05555555555555555;0.0;0.20930232558139536;0.03203751953371234;G
Subject25;T5;0.1111111111111111;0.5032679738562091;0.25;0.055367211556538384;G
Subject25;T6;0.1111111111111111;0.11111111111111112;0.16071428571428573;0.06964029152604234;G
Subject25;P3;0.16666666666666666;0.5032679738562091;0.23376623376623376;0.07366011885913323;G
Subject25;P4;0.16666666666666666;0.30718954248366015;0.18556701030927836;0.0802091428990799;G
Subject25;O1;0.05555555555555555;0.0;0.19148936170212766;0.02824762201687532;G
Subject25;O2;0.05555555555555555;0.0;0.15789473684210525;0.02782595076339419;G
Subject25;Fz;0.16666666666666666;0.5228758169934641;0.24324324324324326;0.059302372047292815;G
Subject25;Cz;0.16666666666666666;0.5686274509803921;0.2608695652173913;0.07992610628749917;G
Subject25;Pz;0.1111111111111111;0.36601307189542487;0.20930232558139536;0.04724648556783963;G
Subject26;Fp1;0.05555555555555555;0.0;0.23684210526315788;0.03528390204978522;G
Subject26;Fp2;0.05555555555555555;0.0;0.1565217391304348;0.035878644470844705;G
Subject26;F3;0.2222222222222222;0.5294117647058824;0.3050847457627119;0.10472306372805194;G
Subject26;F4;0.1111111111111111;0.20915032679738563;0.21686746987951808;0.05413741070818252;G
Subject26;F7;0.05555555555555555;0.0;0.23684210526315788;0.03317436984460625;G
Subject26;F8;0.1111111111111111;0.11111111111111112;0.1836734693877551;0.06612542176575892;G
Subject26;T3;0.1111111111111111;0.47058823529411764;0.2903225806451613;0.058670547322102556;G
Subject26;T4;0.1111111111111111;0.11111111111111112;0.21951219512195122;0.06104035845262028;G
Subject26;C3;0.1111111111111111;0.5032679738562091;0.3157894736842105;0.05326134944604011;G
Subject26;C4;0.1111111111111111;0.20915032679738563;0.26865671641791045;0.052859911405292476;G
Subject26;T5;0.05555555555555555;0.0;0.20930232558139536;0.03520558676965142;G
Subject26;T6;0.05555555555555555;0.0;0.18181818181818182;0.03339353144821949;G
Subject26;P3;0.2222222222222222;0.47058823529411764;0.2608695652173913;0.10467678951673086;G
Subject26;P4;0.05555555555555555;0.0;0.15789473684210525;0.04060286189771871;G
Subject26;O1;0.1111111111111111;0.20915032679738563;0.21951219512195122;0.03761933512374235;G
Subject26;O2;0.1111111111111111;0.11111111111111112;0.18556701030927836;0.054663937038954113;G
Subject26;Fz;0.1111111111111111;0.29411764705882354;0.2571428571428571;0.04273454808537325;G
Subject26;Cz;0.16666666666666666;0.6601307189542484;0.3333333333333333;0.0688774643144539;G
Subject26;Pz;0.05555555555555555;0.0;0.20930232558139536;0.027070966611870837;G
Subject27;Fp1;0.05555555555555555;0.0;0.1782178217821782;0.033752563185031864;G
Subject27;Fp2;0.1111111111111111;0.11111111111111112;0.18947368421052632;0.06340435056188183;G
Subject27;F3;0.16666666666666666;0.5228758169934641;0.2608695652173913;0.07777657617676274;G
Subject27;F4;0.05555555555555555;0.0;0.18556701030927836;0.026957247892116655;G
Subject27;F7;0.1111111111111111;0.11111111111111112;0.21428571428571427;0.0656253402986318;G
Subject27;F8;0.05555555555555555;0.0;0.16071428571428573;0.037242244031010424;G
Subject27;T3;0.1111111111111111;0.5032679738562091;0.2647058823529412;0.05303316907591078;G
Subject27;T4;0.05555555555555555;0.0;0.1875;0.04151639137760038;G
Subject27;C3;0.1111111111111111;0.5228758169934641;0.27692307692307694;0.04236010704086057;G
Subject27;C4;0.1111111111111111;0.11111111111111112;0.22784810126582278;0.05629859731504552;G
Subject27;T5;0.1111111111111111;0.47058823529411764;0.2465753424657534;0.058721522180222516;G
Subject27;T6;0.05555555555555555;0.0;0.15384615384615385;0.03779310609525958;G
Subject27;P3;0.1111111111111111;0.42483660130718953;0.225;0.051624195115465316;G
Subject27;P4;0.16666666666666666;0.30718954248366015;0.18;0.08355531336995031;G
Subject27;O1;0.05555555555555555;0.0;0.13636363636363635;0.035331743971176104;G
Subject27;O2;0.1111111111111111;0.11111111111111112;0.1565217391304348;0.06426867200672079;G
Subject27;Fz;0.16666666666666666;0.30718954248366015;0.225;0.07021444868935305;G
Subject27;Cz;0.16666666666666666;0.6209150326797386;0.28125;0.0597197079157797;G
Subject27;Pz;0.1111111111111111;0.36601307189542487;0.20224719101123595;0.04080470370121979;G
Subject28;Fp1;0.1111111111111111;0.11111111111111112;0.2857142857142857;0.07212996467707192;G
Subject28;Fp2;0.1111111111111111;0.11111111111111112;0.2857142857142857;0.05424242840103441;G
Subject28;F3;0.05555555555555555;0.0;0.27692307692307694;0.026455297188314113;G
Subject28;F4;0.3333333333333333;0.6274509803921569;0.375;0.14313325772719188;G
Subject28;F7;0.05555555555555555;0.0;0.27692307692307694;0.02747869095037433;G
Subject28;F8;0.05555555555555555;0.0;0.225;0.03430442310813023;G
Subject28;T3;0.1111111111111111;0.11111111111111112;0.2222222222222222;0.0599108956645928;G
Subject28;T4;0.05555555555555555;0.0;0.2903225806451613;0.031796736256507405;G
Subject28;C3;0.05555555555555555;0.0;0.23376623376623376;0.035269333740539144;G
Subject28;C4;0.2222222222222222;0.673202614379085;0.4;0.09564991903584345;G
Subject28;T5;0.05555555555555555;0.0;0.1836734693877551;0.033365964865584394;G
Subject28;T6;0.05555555555555555;0.0;0.225;0.04069552072912805;G
Subject28;P3;0.16666666666666666;0.39215686274509803;0.2727272727272727;0.07690625053810982;G
Subject28;P4;0.1111111111111111;0.47058823529411764;0.36;0.04971831663042639;G
Subject28;O1;0.1111111111111111;0.11111111111111112;0.2222222222222222;0.06152090770945581;G
Subject28;O2;0.05555555555555555;0.0;0.1836734693877551;0.036319943838463334;G
Subject28;Fz;0.05555555555555555;0.0;0.27692307692307694;0.022295767180320437;G
Subject28;Cz;0.1111111111111111;0.11111111111111112;0.3;0.05162214015133636;G
Subject28;Pz;0.1111111111111111;0.42483660130718953;0.3157894736842105;0.04718424160757538;G
Subject29;Fp1;0.05555555555555555;0.0;0.1782178217821782;0.03560955070239584;G
Subject29;Fp2;0.05555555555555555;0.0;0.20930232558139536;0.03359252250551894;G
Subject29;F3;0.1111111111111111;0.20915032679738563;0.2608695652173913;0.05327141879744188;G
Subject29;F4;0.16666666666666666;0.21568627450980393;0.2608695652173913;0.07927277158556412;G
Subject29;F7;0.1111111111111111;0.11111111111111112;0.21428571428571427;0.06484364336417037;G
Subject29;F8;0.05555555555555555;0.0;0.20930232558139536;0.033716989299514666;G
Subject29;T3;0.05555555555555555;0.0;0.21686746987951808;0.03967262015197434;G
Subject29;T4;0.05555555555555555;0.0;0.2608695652173913;0.030111204178717873;G
Subject29;C3;0.1111111111111111;0.11111111111111112;0.2727272727272727;0.058138371605416725;G
Subject29;C4;0.16666666666666666;0.5686274509803921;0.34615384615384615;0.07454177902182878;G
Subject29;T5;0.05555555555555555;0.0;0.21686746987951808;0.0367479722786883;G
Subject29;T6;0.05555555555555555;0.0;0.16216216216216217;0.0336462703004541;G
Subject29;P3;0.16666666666666666;0.38562091503267976;0.2727272727272727;0.07731389272227782;G
Subject29;P4;0.05555555555555555;0.0;0.24324324324324326;0.030466327183323736;G
Subject29;O1;0.1111111111111111;0.20915032679738563;0.22784810126582278;0.053846396632320076;G
Subject29;O2;0.1111111111111111;0.11111111111111112;0.19148936170212766;0.05911833576374968;G
Subject29;Fz;0.16666666666666666;0.5294117647058824;0.32142857142857145;0.06613069237907716;G
Subject29;Cz;0.16666666666666666;0.6209150326797386;0.35294117647058826;0.06218771507566401;G
Subject29;Pz;0.16666666666666666;0.5032679738562091;0.3157894736842105;0.0777715264519013;G
Subject30;Fp1;0.05555555555555555;0.0;0.1782178217821782;0.03481053265932464;B
Subject30;Fp2;0.05555555555555555;0.0;0.23376623376623376;0.027806086965410537;B
Subject30;F3;0.16666666666666666;0.21568627450980393;0.21428571428571427;0.08166026533392289;B
Subject30;F4;0.2222222222222222;0.5294117647058824;0.3;0.1071876387627359;B
Subject30;F7;0.05555555555555555;0.0;0.1782178217821782;0.03573686117760884;B
Subject30;F8;0.05555555555555555;0.0;0.23376623376623376;0.03702172664687156;B
Subject30;T3;0.05555555555555555;0.0;0.20689655172413793;0.038426866388029876;B
Subject30;T4;0.05555555555555555;0.0;0.16822429906542055;0.03753771839373532;B
Subject30;C3;0.1111111111111111;0.5294117647058824;0.3333333333333333;0.04965291237482193;B
Subject30;C4;0.05555555555555555;0.0;0.25;0.030472334933344412;B
Subject30;T5;0.1111111111111111;0.11111111111111112;0.2571428571428571;0.06326039799482613;B
Subject30;T6;0.1111111111111111;0.11111111111111112;0.2;0.06638762666418671;B
Subject30;P3;0.2222222222222222;0.6339869281045751;0.32727272727272727;0.09853818399181886;B
Subject30;P4;0.16666666666666666;0.30718954248366015;0.24;0.07449535058032164;B
Subject30;O1;0.05555555555555555;0.0;0.25;0.02700882901635758;B
Subject30;O2;0.05555555555555555;0.0;0.1956521739130435;0.02795976895495108;B
Subject30;Fz;0.1111111111111111;0.29411764705882354;0.2535211267605634;0.038315894084242276;B
Subject30;Cz;0.16666666666666666;0.5686274509803921;0.32727272727272727;0.07944822526775823;B
Subject30;Pz;0.1111111111111111;0.36601307189542487;0.28125;0.04427277980973117;B
Subject31;Fp1;0.05555555555555555;0.0;0.1935483870967742;0.04016424676586226;G
Subject31;Fp2;0.05555555555555555;0.0;0.2608695652173913;0.03525798704034429;G
Subject31;F3;0.16666666666666666;0.21568627450980393;0.23684210526315788;0.08034498819052951;G
Subject31;F4;0.2222222222222222;0.5294117647058824;0.34615384615384615;0.103746350331829;G
Subject31;F7;0.05555555555555555;0.0;0.1935483870967742;0.024435211961195025;G
Subject31;F8;0.05555555555555555;0.0;0.2608695652173913;0.02256966073553432;G
Subject31;T3;0.1111111111111111;0.11111111111111112;0.27692307692307694;0.05821448466903208;G
Subject31;T4;0.1111111111111111;0.11111111111111112;0.2903225806451613;0.06389149653575202;G
Subject31;C3;0.16666666666666666;0.5686274509803921;0.36;0.06867934294868915;G
Subject31;C4;0.05555555555555555;0.0;0.28125;0.028605958722447963;G
Subject31;T5;0.05555555555555555;0.0;0.21951219512195122;0.03589279708526022;G
Subject31;T6;0.05555555555555555;0.0;0.22784810126582278;0.035428848611142316;G
Subject31;P3;0.1111111111111111;0.36601307189542487;0.3050847457627119;0.05641766796078998;G
Subject31;P4;0.05555555555555555;0.0;0.18;0.030955942482843272;G
Subject31;O1;0.1111111111111111;0.29411764705882354;0.2571428571428571;0.050968368261683245;G
Subject31;O2;0.16666666666666666;0.21568627450980393;0.21686746987951808;0.08151943365110502;G
Subject31;Fz;0.1111111111111111;0.29411764705882354;0.2857142857142857;0.05062793579723697;G
Subject31;Cz;0.2222222222222222;0.673202614379085;0.3829787234042553;0.09750196896287963;G
Subject31;Pz;0.05555555555555555;0.0;0.18;0.034777309285843466;G
Subject32;Fp1;0.05555555555555555;0.0;0.20224719101123595;0.034269917216105145;G
Subject32;Fp2;0.05555555555555555;0.0;0.20224719101123595;0.03420437960860377;G
Subject32;F3;0.1111111111111111;0.11111111111111112;0.23684210526315788;0.056622736079810776;G
Subject32;F4;0.2222222222222222;0.3137254901960784;0.25;0.11273414605921803;G
Subject32;F7;0.05555555555555555;0.0;0.1935483870967742;0.04305381973576351;G
Subject32;F8;0.05555555555555555;0.0;0.20224719101123595;0.040605969549604715;G
Subject32;T3;0.05555555555555555;0.0;0.20454545454545456;0.032961324628061256;G
Subject32;T4;0.1111111111111111;0.5032679738562091;0.3;0.05120182231967234;G
Subject32;C3;0.1111111111111111;0.11111111111111112;0.2535211267605634;0.05442420545310504;G
Subject32;C4;0.1111111111111111;0.5228758169934641;0.3157894736842105;0.04109414034348979;G
Subject32;T5;0.05555555555555555;0.0;0.16981132075471697;0.035296028193980256;G
Subject32;T6;0.05555555555555555;0.0;0.18556701030927836;0.04043067581134725;G
Subject32;P3;0.16666666666666666;0.21568627450980393;0.20224719101123595;0.08459302488818574;G
Subject32;P4;0.16666666666666666;0.5228758169934641;0.27692307692307694;0.07516819574269842;G
Subject32;O1;0.05555555555555555;0.0;0.16981132075471697;0.03151455352331543;G
Subject32;O2;0.1111111111111111;0.11111111111111112;0.225;0.06366060571701157;G
Subject32;Fz;0.16666666666666666;0.5228758169934641;0.29508196721311475;0.05429208176133002;G
Subject32;Cz;0.16666666666666666;0.6209150326797386;0.32142857142857145;0.0669988950028219;G
Subject32;Pz;0.1111111111111111;0.29411764705882354;0.23684210526315788;0.046873478365874716;G
Subject33;Fp1;0.1111111111111111;0.11111111111111112;0.1935483870967742;0.06584671369195369;G
Subject33;Fp2;0.05555555555555555;0.0;0.21951219512195122;0.035255047340114476;G
Subject33;F3;0.1111111111111111;0.20915032679738563;0.23076923076923078;0.04509153303193554;G
Subject33;F4;0.1111111111111111;0.11111111111111112;0.225;0.059692044172813374;G
Subject33;F7;0.05555555555555555;0.0;0.16363636363636364;0.0401608201082769;G
Subject33;F8;0.05555555555555555;0.0;0.18556701030927836;0.03890953285145016;G
Subject33;T3;0.1111111111111111;0.5032679738562091;0.28125;0.05211284089512404;G
Subject33;T4;0.05555555555555555;0.0;0.1956521739130435;0.03563757117108461;G
Subject33;C3;0.1111111111111111;0.5228758169934641;0.29508196721311475;0.04551082457792208;G
Subject33;C4;0.1111111111111111;0.11111111111111112;0.24;0.05459001703879719;G
Subject33;T5;0.1111111111111111;0.47058823529411764;0.2608695652173913;0.05895610901918011;G
Subject33;T6;0.05555555555555555;0.0;0.15384615384615385;0.043529442473812935;G
Subject33;P3;0.16666666666666666;0.45098039215686275;0.23684210526315788;0.07767143139616572;G
Subject33;P4;0.16666666666666666;0.21568627450980393;0.18;0.08665968294841374;G
Subject33;O1;0.05555555555555555;0.0;0.1935483870967742;0.025834543960444076;G
Subject33;O2;0.05555555555555555;0.0;0.15384615384615385;0.026586737509276127;G
